id,year,sport,sex,nationality,medal,name
677,2000,Softball,female,USA,Gold, Jennifer Mcfalls
678,2000,Taekwondo,male,USA,Gold, Steven Lopez
679,2000,Tennis,female,USA,Gold, Venus Williams
680,2000,Tennis,female,USA,Gold, Serena Williams
681,2000,Tennis,female,USA,Gold, Venus Williams
682,2000,Volleyball,male,USA,Gold, Dain Blanton
683,2000,Volleyball,male,USA,Gold, Eric Fonoimoana
684,2000,Weightlifting,female,USA,Gold, Tara Nott
685,2000,Wrestling,male,USA,Gold, Brandon Slay
686,2000,Wrestling,male,USA,Gold, Rulon Gardner
687,2004,Aquatics,male,USA,Gold, Michael Phelps
688,2004,Aquatics,male,USA,Gold, Michael Phelps
689,2004,Aquatics,female,USA,Gold, Dana Vollmer
690,2004,Aquatics,male,USA,Gold, Aaron Peirsol
691,2004,Aquatics,male,USA,Gold, Neil Walker
692,2004,Aquatics,male,USA,Gold, Dan Ketchum
693,2004,Aquatics,male,USA,Gold, Michael Phelps
694,2004,Aquatics,male,USA,Gold, Michael Phelps
695,2004,Aquatics,male,USA,Gold, Gary Jr. Hall
696,2004,Aquatics,male,USA,Gold, Aaron Peirsol
697,2004,Aquatics,male,USA,Gold, Michael Phelps
698,2004,Aquatics,male,USA,Gold, Mark Gangloff
699,2004,Aquatics,female,USA,Gold, Rachel Komisarz
700,2004,Aquatics,female,USA,Gold, Carly Piper
701,2004,Aquatics,male,USA,Gold, Ian Crocker
702,2004,Aquatics,male,USA,Gold, Ryan Lochte
703,2004,Aquatics,female,USA,Gold, Natalie Coughlin
704,2004,Aquatics,male,USA,Gold, Michael Phelps
705,2004,Aquatics,male,USA,Gold, Scott Goldblatt
706,2004,Aquatics,male,USA,Gold, Brendan Hansen
707,2004,Aquatics,male,USA,Gold, Klete Keller
708,2004,Aquatics,female,USA,Gold, Natalie Coughlin
709,2004,Aquatics,female,USA,Gold, Amanda Beard
710,2004,Aquatics,female,USA,Gold, Rhi Jeffrey
711,2004,Aquatics,male,USA,Gold, Lenny Krayzelburg
712,2004,Aquatics,female,USA,Gold, Lindsay Benko
713,2004,Aquatics,female,USA,Gold, Kaitlin Sandeno
714,2004,Aquatics,male,USA,Gold, Jason Lezak
715,2004,Aquatics,male,USA,Gold, Peter Vanderkaay
716,2004,Aquatics,male,USA,Gold, Aaron Peirsol
717,2004,Athletics,female,USA,Gold, Monique Henderson
718,2004,Athletics,male,USA,Gold, Derrick Brew
719,2004,Athletics,female,USA,Gold, Joanna Hayes
720,2004,Athletics,male,USA,Gold, Jeremy Wariner
721,2004,Athletics,male,USA,Gold, Darold Williamson
722,2004,Athletics,female,USA,Gold, Monique Hennagan
723,2004,Athletics,male,USA,Gold, Shawn Crawford
724,2004,Athletics,male,USA,Gold, Dwight Phillips
725,2004,Athletics,male,USA,Gold, Kelly Willie
726,2004,Athletics,male,USA,Gold, Timothy Mack
727,2004,Athletics,female,USA,Gold, Moushaumi Robinson
728,2004,Athletics,female,USA,Gold, Sanya Richards
729,2004,Athletics,female,USA,Gold, Crystal Cox
730,2004,Athletics,male,USA,Gold, Jeremy Wariner
731,2004,Athletics,male,USA,Gold, Justin Gatlin
732,2004,Athletics,male,USA,Gold, Otis Harris
733,2004,Athletics,female,USA,Gold, Deedee Trotter
734,2004,Basketball,female,USA,Gold, Diana Taurasi
735,2004,Basketball,female,USA,Gold, Katie Smith
736,2004,Basketball,female,USA,Gold, Shannon Johnson
737,2004,Basketball,female,USA,Gold, Yolanda Griffith
738,2004,Basketball,female,USA,Gold, Ruth Riley
739,2004,Basketball,female,USA,Gold, Tina Thompson
740,2004,Basketball,female,USA,Gold, Lisa Leslie
741,2004,Basketball,female,USA,Gold, Sheryl Swoopes
742,2004,Basketball,female,USA,Gold, Tamika Catchings
743,2004,Basketball,female,USA,Gold, Suzanne Bird
744,2004,Basketball,female,USA,Gold, Dawn Staley
745,2004,Basketball,female,USA,Gold, Swintayla Cash
746,2004,Boxing,male,USA,Gold, Andre Ward
747,2004,Cycling,male,USA,Gold, Tyler Hamilton
748,2004,Equestrian,male,USA,Gold, Chris Kappler
749,2004,Equestrian,female,USA,Gold, Beezie Madden
750,2004,Equestrian,male,USA,Gold, Mclain Ward
751,2004,Equestrian,male,USA,Gold, Peter Wylde
752,2004,Fencing,female,USA,Gold, Mariel Zagunis
753,2004,Football,female,USA,Gold, Joy Fawcett
754,2004,Football,female,USA,Gold, Abby Wambach
755,2004,Football,female,USA,Gold, Shannon Boxx
756,2004,Football,female,USA,Gold, Aly Wagner
757,2004,Football,female,USA,Gold, Lindsay Tarpley
758,2004,Football,female,USA,Gold, Cindy Parlow
759,2004,Football,female,USA,Gold, Briana Scurry
760,2004,Football,female,USA,Gold, Mia Hamm
761,2004,Football,female,USA,Gold, Cat Reddick
762,2004,Football,female,USA,Gold, Heather Mitts
763,2004,Football,female,USA,Gold, Brandi Chastain
764,2004,Football,female,USA,Gold, Christie Rampone
765,2004,Football,female,USA,Gold, Kate Markgraf
766,2004,Football,female,USA,Gold, Heather O reilly
767,2004,Football,female,USA,Gold, Kristine Lilly
768,2004,Football,female,USA,Gold, Angela Hucles
769,2004,Gymnastics,male,USA,Gold, Paul Hamm
770,2004,Gymnastics,female,USA,Gold, Carly Patterson
771,2004,Rowing,male,USA,Gold, Wyatt Allen
772,2004,Rowing,male,USA,Gold, Chris Ahrens
773,2004,Rowing,male,USA,Gold, Beau Hoopman
774,2004,Rowing,male,USA,Gold, Matt Deakin
775,2004,Rowing,male,USA,Gold, Dan Beery
776,2004,Rowing,male,USA,Gold, Joseph Hansen
777,2004,Rowing,male,USA,Gold, Pete Cipollone
778,2004,Rowing,male,USA,Gold, Bryan Volpenhein
779,2004,Rowing,male,USA,Gold, Jason Read
780,2004,Sailing,male,USA,Gold, Paul Foerster
781,2004,Sailing,male,USA,Gold, Kevin Burnham
782,2004,Shooting,female,USA,Gold, Kimberly Rhode
783,2004,Shooting,male,USA,Gold, Matthew Emmons
784,2004,Softball,female,USA,Gold, Laura Berg
785,2004,Softball,female,USA,Gold, Lisa Fernandez
786,2004,Softball,female,USA,Gold, Leah Amico
787,2004,Softball,female,USA,Gold, Kelly Kretschman
788,2004,Softball,female,USA,Gold, Amanda Freed
789,2004,Softball,female,USA,Gold, Crystl Bustos
790,2004,Softball,female,USA,Gold, Catherine Osterman
791,2004,Softball,female,USA,Gold, Jennie Finch
792,2004,Softball,female,USA,Gold, Natasha Watley
793,2004,Softball,female,USA,Gold, Jenny Topping
794,2004,Softball,female,USA,Gold, Jessica Mendoza
795,2004,Softball,female,USA,Gold, Tairia Flowers
796,2004,Softball,female,USA,Gold, Lovieanne Jung
797,2004,Softball,female,USA,Gold, Stacey Nuveman
798,2004,Softball,female,USA,Gold, Lori Harrigan
799,2004,Taekwondo,male,USA,Gold, Steven Lopez
800,2004,Volleyball,female,USA,Gold, Kerri Walsh
801,2004,Volleyball,female,USA,Gold, Misty May-treanor
802,2004,Wrestling,male,USA,Gold, Cael Sanderson
803,2008,Aquatics,male,USA,Gold, Erik Vendt
804,2008,Aquatics,male,USA,Gold, Michael Phelps
805,2008,Aquatics,female,USA,Gold, Natalie Coughlin
806,2008,Aquatics,male,USA,Gold, Michael Phelps
807,2008,Aquatics,male,USA,Gold, Jason Lezak
808,2008,Aquatics,male,USA,Gold, Michael Phelps
809,2008,Aquatics,male,USA,Gold, Michael Phelps
810,2008,Aquatics,male,USA,Gold, Mark Gangloff
811,2008,Aquatics,male,USA,Gold, Ryan Lochte
812,2008,Aquatics,male,USA,Gold, Klete Keller
813,2008,Aquatics,male,USA,Gold, Peter Vanderkaay
814,2008,Aquatics,male,USA,Gold, Michael Phelps
815,2008,Aquatics,male,USA,Gold, Ben Wildman-tobriner
816,2008,Aquatics,male,USA,Gold, Cullen Jones
817,2008,Aquatics,male,USA,Gold, David Walters
818,2008,Aquatics,male,USA,Gold, Garrett Weber-gale
819,2008,Aquatics,male,USA,Gold, Ian Crocker
820,2008,Aquatics,male,USA,Gold, Ryan Lochte
821,2008,Aquatics,male,USA,Gold, Aaron Peirsol
822,2008,Aquatics,male,USA,Gold, Ricky Berens
823,2008,Aquatics,male,USA,Gold, Jason Lezak
824,2008,Aquatics,female,USA,Gold, Rebecca Soni
825,2008,Aquatics,male,USA,Gold, Nathan Adrian
826,2008,Aquatics,male,USA,Gold, Matt Grevers
827,2008,Aquatics,male,USA,Gold, Brendan Hansen
828,2008,Aquatics,male,USA,Gold, Michael Phelps
829,2008,Aquatics,male,USA,Gold, Michael Phelps
830,2008,Aquatics,male,USA,Gold, Aaron Peirsol
831,2008,Aquatics,male,USA,Gold, Matt Grevers
832,2008,Aquatics,male,USA,Gold, Michael Phelps
833,2008,Aquatics,male,USA,Gold, Garrett Weber-gale
834,2008,Athletics,male,USA,Gold, Angelo Taylor
835,2008,Athletics,female,USA,Gold, Allyson Felix
836,2008,Athletics,female,USA,Gold, Dawn Harper
837,2008,Athletics,male,USA,Gold, David Neville
838,2008,Athletics,male,USA,Gold, Bryan Clay
839,2008,Athletics,male,USA,Gold, Angelo Taylor
840,2008,Athletics,male,USA,Gold, LaShawn Merritt
841,2008,Athletics,female,USA,Gold, Mary Wineberg
842,2008,Athletics,male,USA,Gold, LaShawn Merritt
843,2008,Athletics,female,USA,Gold, Sanya Richards
844,2008,Athletics,female,USA,Gold, Stephanie Brown trafton
845,2008,Athletics,male,USA,Gold, Jeremy Wariner
846,2008,Athletics,female,USA,Gold, Monique Henderson
847,2008,Basketball,male,USA,Gold, Chris Bosh
848,2008,Basketball,male,USA,Gold, Dwight Howard
849,2008,Basketball,male,USA,Gold, Tayshaun Prince
850,2008,Basketball,female,USA,Gold, Lisa Leslie
851,2008,Basketball,male,USA,Gold, Carmelo Anthony
852,2008,Basketball,female,USA,Gold, Tamika Catchings
853,2008,Basketball,male,USA,Gold, Carlos Boozer
854,2008,Basketball,male,USA,Gold, Jason Kidd
855,2008,Basketball,female,USA,Gold, Seimone Augustus
856,2008,Basketball,female,USA,Gold, Kara Lawson
857,2008,Basketball,male,USA,Gold, Lebron James
858,2008,Basketball,female,USA,Gold, Delisha Milton-jones
859,2008,Basketball,male,USA,Gold, Dwyane Wade
860,2008,Basketball,female,USA,Gold, Katie Smith
861,2008,Basketball,male,USA,Gold, Chris Paul
862,2008,Basketball,female,USA,Gold, Tina Thompson
863,2008,Basketball,female,USA,Gold, Sylvia Fowles
864,2008,Basketball,female,USA,Gold, Candace Parker
865,2008,Basketball,male,USA,Gold, Kobe Bryant
866,2008,Basketball,female,USA,Gold, Cappie Pondexter
867,2008,Basketball,male,USA,Gold, Michael Redd
868,2008,Basketball,female,USA,Gold, Sue Bird
869,2008,Basketball,male,USA,Gold, Deron Williams
870,2008,Basketball,female,USA,Gold, Diana Taurasi
871,2008,Cycling,female,USA,Gold, Kristin Armstrong
872,2008,Equestrian,male,USA,Gold, Will Simpson
873,2008,Equestrian,male,USA,Gold, Mclain Ward
874,2008,Equestrian,female,USA,Gold, Beezie Madden
875,2008,Equestrian,female,USA,Gold, Laura Kraut
876,2008,Fencing,female,USA,Gold, Mariel Zagunis
877,2008,Football,female,USA,Gold, Stephanie Cox
878,2008,Football,female,USA,Gold, Amy Rodriguez
879,2008,Football,female,USA,Gold, Natasha Kai
880,2008,Football,female,USA,Gold, Christie Rampone
881,2008,Football,female,USA,Gold, Rachel Buehler
882,2008,Football,female,USA,Gold, Heather Mitts
883,2008,Football,female,USA,Gold, Lauren Cheney
884,2008,Football,female,USA,Gold, Aly Wagner
885,2008,Football,female,USA,Gold, Angela Hucles
886,2008,Football,female,USA,Gold, Shannon Boxx
887,2008,Football,female,USA,Gold, Heather O reilly
888,2008,Football,female,USA,Gold, Kate Markgraf
889,2008,Football,female,USA,Gold, Nicole Barnhart
890,2008,Football,female,USA,Gold, Tobin Heath
891,2008,Football,female,USA,Gold, Hope Solo
892,2008,Football,female,USA,Gold, Lindsay Tarpley
893,2008,Football,female,USA,Gold, Carli Lloyd
894,2008,Football,female,USA,Gold, Lori Chalupny
895,2008,Gymnastics,female,USA,Gold, Shawn Johnson
896,2008,Gymnastics,female,USA,Gold, Nastia Liukin
897,2008,Rowing,female,USA,Gold, Anne Cummins
898,2008,Rowing,female,USA,Gold, Lindsay Shoop
899,2008,Rowing,female,USA,Gold, Susan Francia
900,2008,Rowing,female,USA,Gold, Caryn Davies
901,2008,Rowing,female,USA,Gold, Mary Whipple
902,2008,Rowing,female,USA,Gold, Elle Logan
903,2008,Rowing,female,USA,Gold, Erin Cafaro
904,2008,Rowing,female,USA,Gold, Anna Goodale
905,2008,Rowing,female,USA,Gold, Caroline Lind
906,2008,Sailing,female,USA,Gold, Anna Tunnicliffe
907,2008,Shooting,male,USA,Gold, Glenn Eller
908,2008,Shooting,male,USA,Gold, Vincent Hancock
909,2008,Tennis,female,USA,Gold, Venus Williams
910,2008,Tennis,female,USA,Gold, Serena Williams
911,2008,Volleyball,female,USA,Gold, Misty May-treanor
912,2008,Volleyball,female,USA,Gold, Kerri Walsh
913,2008,Volleyball,male,USA,Gold, Todd Rogers
914,2008,Volleyball,male,USA,Gold, Philip Dalhausser
915,2008,Volleyball,male,USA,Gold, David Lee
916,2008,Volleyball,male,USA,Gold, Lloy Ball
917,2008,Volleyball,male,USA,Gold, Richard Lambourne
918,2008,Volleyball,male,USA,Gold, Ryan Millar
919,2008,Volleyball,male,USA,Gold, Thomas Hoff
920,2008,Volleyball,male,USA,Gold, Gabriel Gardner
921,2008,Volleyball,male,USA,Gold, Scott Touzinsky
922,2008,Volleyball,male,USA,Gold, William Priddy
923,2008,Volleyball,male,USA,Gold, Sean Rooney
924,2008,Volleyball,male,USA,Gold, Clayton Stanley
925,2008,Volleyball,male,USA,Gold, Kevin Hansen
926,2008,Volleyball,male,USA,Gold, Riley Salmon
927,2008,Wrestling,male,USA,Gold, Henry Cejudo
928,2016,aquatics,female,USA,Gold,Abbey Weitzeil
929,2016,gymnastics,female,USA,Gold,Alexandra Raisman
930,2016,aquatics,female,USA,Gold,Allison Schmitt
931,2016,rowing,female,USA,Gold,Amanda Elmore
932,2016,rowing,female,USA,Gold,Amanda Polk
933,2016,basketball,female,USA,Gold,Angel McCoughtry
934,2016,aquatics,female,USA,Gold,Aria Fischer
935,2016,athletics,male,USA,Gold,Arman Hall
936,2016,aquatics,female,USA,Gold,Ashleigh Johnson
937,2016,athletics,male,USA,Gold,Ashton Eaton
938,2016,tennis,female,USA,Gold,Bethanie Mattek-Sands
939,2016,aquatics,male,USA,Gold,Blake Pieroni
940,2016,basketball,female,USA,Gold,Breanna Stewart
941,2016,athletics,female,USA,Gold,Brianna Rollins
942,2016,basketball,female,USA,Gold,Brittney Griner
943,2016,basketball,male,USA,Gold,Carmelo Anthony
944,2016,aquatics,female,USA,Gold,Catherine Meili
945,2016,athletics,male,USA,Gold,Christian Taylor
946,2016,aquatics,female,USA,Gold,Cierra Runge
947,2016,boxing,female,USA,Gold,Claressa Maria Shields
948,2016,aquatics,male,USA,Gold,Clark Smith
949,2016,aquatics,male,USA,Gold,Cody Miller
950,2016,cycling,male,USA,Gold,Connor Fields
951,2016,aquatics,male,USA,Gold,Conor Dwyer
952,2016,aquatics,female,USA,Gold,Courtney Mathewson
953,2016,athletics,female,USA,Gold,Courtney Okolo
954,2016,athletics,female,USA,Gold,Dalilah Muhammad
955,2016,aquatics,female,USA,Gold,Dana Vollmer
956,2016,aquatics,male,USA,Gold,David Plummer
957,2016,athletics,male,USA,Gold,David Verburg
958,2016,basketball,male,USA,Gold,DeAndre Jordan
959,2016,basketball,male,USA,Gold,DeMarcus Cousins
960,2016,basketball,male,USA,Gold,Demar DeRozan
961,2016,basketball,female,USA,Gold,Diana Taurasi
962,2016,basketball,male,USA,Gold,Draymond Green
963,2016,rowing,female,USA,Gold,Eleanor Logan
964,2016,basketball,female,USA,Gold,Elena Delle Donne
965,2016,rowing,female,USA,Gold,Emily Regan
966,2016,athletics,female,USA,Gold,English Gardner
967,2016,athletics,female,USA,Gold,Francena McCorory
968,2016,gymnastics,female,USA,Gold,Gabrielle Douglas
969,2016,athletics,male,USA,Gold,Gil Roberts
970,2016,aquatics,male,USA,Gold,Gunnar Bentz
971,2016,triathlon,female,USA,Gold,Gwen Jorgensen
972,2016,basketball,male,USA,Gold,Harrison Barnes
973,2016,wrestling,female,USA,Gold,Helen Louise Maroulis
974,2016,aquatics,male,USA,Gold,Jack Conger
975,2016,tennis,male,USA,Gold,Jack Sock
976,2016,aquatics,male,USA,Gold,James Feigen
977,2016,athletics,male,USA,Gold,Jeff Henderson
978,2016,basketball,male,USA,Gold,Jimmy Butler
979,2016,aquatics,female,USA,Gold,KK Clark
980,2016,aquatics,female,USA,Gold,Kaleigh Gilchrist
981,2016,aquatics,female,USA,Gold,Kami Craig
982,2016,rowing,female,USA,Gold,Katelin Snyder
983,2016,aquatics,female,USA,Gold,Kathleen Baker
984,2016,judo,female,USA,Gold,Kayla Harrison
985,2016,aquatics,female,USA,Gold,Kelsi Worrell
986,2016,athletics,male,USA,Gold,Kerron Clement
987,2016,rowing,female,USA,Gold,Kerry Simmonds
988,2016,aquatics,male,USA,Gold,Kevin Cordes
989,2016,basketball,male,USA,Gold,Kevin Durant
990,2016,aquatics,female,USA,Gold,Kiley Neushul
991,2016,basketball,male,USA,Gold,Klay Thompson
992,2016,cycling,female,USA,Gold,Kristin Armstrong
993,2016,athletics,male,USA,Gold,Kyle Clemons
994,2016,wrestling,male,USA,Gold,Kyle Frederick Snyder
995,2016,basketball,male,USA,Gold,Kyle Lowry
996,2016,basketball,male,USA,Gold,Kyrie Irving
997,2016,athletics,male,USA,Gold,Lashawn Merritt
998,2016,gymnastics,female,USA,Gold,Lauren Hernandez
999,2016,rowing,female,USA,Gold,Lauren Schmetterling
1000,2016,aquatics,female,USA,Gold,Leah Smith
1001,2016,basketball,female,USA,Gold,Lindsay Whalen
1002,2016,aquatics,female,USA,Gold,Madeline Musselman
1003,2016,gymnastics,female,USA,Gold,Madison Kocian
1004,2016,aquatics,female,USA,Gold,Maggie Steffens
1005,2016,aquatics,female,USA,Gold,Makenzie Fischer
1006,2016,athletics,male,USA,Gold,Matthew Centrowitz
1007,2016,basketball,female,USA,Gold,Maya Moore
1008,2016,rowing,female,USA,Gold,Meghan Musnicki
1009,2016,aquatics,female,USA,Gold,Melanie Margalis
1010,2016,aquatics,female,USA,Gold,Melissa Seidemann
1011,2016,athletics,female,USA,Gold,Michelle Carter
1012,2016,aquatics,female,USA,Gold,Missy Franklin
1013,2016,athletics,female,USA,Gold,Morolake Akinosun
1014,2016,athletics,female,USA,Gold,Natasha Hastings
1015,2016,aquatics,female,USA,Gold,Olivia Smoliga
1016,2016,basketball,male,USA,Gold,Paul George
1017,2016,athletics,female,USA,Gold,Phyllis Francis
1018,2016,aquatics,female,USA,Gold,Rachel Fattal
1019,2016,athletics,male,USA,Gold,Ryan Crouser
1020,2016,aquatics,male,USA,Gold,Ryan Held
1021,2016,aquatics,male,USA,Gold,Ryan Lochte
1022,2016,aquatics,female,USA,Gold,Sami Hill
1023,2016,basketball,female,USA,Gold,Seimone Augustus
1024,2016,basketball,female,USA,Gold,Sue Bird
1025,2016,basketball,female,USA,Gold,Sylvia Fowles
1026,2016,basketball,female,USA,Gold,Tamika Catchings
1027,2016,athletics,female,USA,Gold,Taylor Ellis-Watson
1028,2016,rowing,female,USA,Gold,Tessa Gobbo
1029,2016,basketball,female,USA,Gold,Tina Charles
1030,2016,aquatics,male,USA,Gold,Tom Shields
1031,2016,athletics,male,USA,Gold,Tony McQuay
1032,2016,athletics,female,USA,Gold,Tori Bowie
1033,2016,aquatics,male,USA,Gold,Townley Haas
1034,2016,shooting,female,USA,Gold,Virginia Thrasher
